id,sheet_tier,sheet_score,title,in_coverage_json,has_deep_report_file,gemini_mention_count,gemini_named
2206.02373,Low,2,Sports Re-ID: Improving Re-Identification Of Players In Broadcast Videos Of Team Sports,Y,N,0,N
2206.01899,Low,2,Evaluation of creating scoring opportunities for teammates in soccer via trajectory prediction,Y,N,0,N
2206.01038,Low,2,"A Survey on Video Action Recognition in Sports: Datasets, Methods and Applications",Y,N,0,N
2205.00254,Low,2,PGD: A Large-scale Professional Go Dataset for Data-driven Analytics,Y,N,0,N
2204.08805,Low,2,PoseCoach: A Customizable Analysis and Visualization System for Video-based Running Coaching,Y,N,0,N
2204.06259,Low,2,Twin-in-the-loop state estimation for vehicle dynamics control: theory and experiments,Y,N,0,N
2204.04143,Low,2,Optical tracking in team sports,Y,N,0,N
2112.02637,Low,2,"Modeling Live Video Streaming: Real-Time Classification, QoE Inference, and Field Evaluation",Y,N,0,N
2112.02058,Low,2,I-WKNN: Fast-Speed and High-Accuracy WIFI Positioning for Intelligent Stadiums,Y,N,0,N
2110.01527,Low,2,A Markov process approach to untangling intention versus execution in tennis,Y,N,0,N
2108.08797,Low,2,Physics-informed machine learning improves detection of head impacts,Y,N,0,N
2106.15444,Low,2,Coach2vec: autoencoding the playing style of soccer coaches,Y,N,0,N
2106.14447,Low,2,Feature Combination Meets Attention: Baidu Soccer Embeddings and Transformer based Temporal Detection,Y,N,0,N
2106.12666,Low,2,Human Activity Recognition using Continuous Wavelet Transform and Convolutional Neural Networks,Y,N,0,N
2104.11976,Low,2,Aerodynamic effects and performance improvements of running in drafting formations,Y,N,0,N
2102.05020,Low,2,Predictive Factors of Kinematics in Traumatic Brain Injury from Head Impacts Based on Statistical Interpretation,Y,N,0,N
2101.04954,Low,2,EventAnchor: Reducing Human Interactions in Event Annotation of Racket Sports Videos,Y,N,0,N
2007.11876,Low,2,Real-time CNN-based Segmentation Architecture for Ball Detection in a Single View Setup,Y,N,0,N
2005.10229,Low,2,Intra- and Inter-Action Understanding via Temporal Action Parsing,Y,N,0,N
2004.06180,Low,2,Challenges and Opportunities for Computer Vision in Real-life Soccer Analytics,Y,N,0,N
2003.11139,Low,2,Cheating in online gaming spreads through observation and victimization,Y,N,0,N
1902.02020,Low,2,Playing Fast Not Loose: Evaluating team-level pace of play in ice hockey using spatio-temporal possession data,Y,N,0,N
1901.05303,Low,2,A Customized System to Assess Foot Plantar Pressure: A Case Study on Calloused and Normal Feet,Y,N,0,N
1901.02001,Low,2,Analogy-Based Preference Learning with Kernels,Y,N,0,N
1803.08910,Low,2,Stance Detection on Tweets: An SVM-based Approach,Y,N,0,N
1801.09005,Low,2,A Two-point Method for PTZ Camera Calibration in Sports,Y,N,0,N
1710.02784,Low,2,An Aerodynamic Analysis of Recent FIFA World Cup Balls,Y,N,0,N
1708.02179,Low,2,Self-supervised Learning of Pose Embeddings from Spatiotemporal Relations in Videos,Y,N,0,N
1707.01430,Low,2,Sensor Analytics in Basketball,Y,N,0,N
1704.00440,Low,2,Combining Lexical and Syntactic Features for Detecting Content-dense Texts in News,Y,N,0,N
1703.01170,Low,2,A Survey on Content-Aware Video Analysis for Sports,Y,N,0,N
1702.08623,Low,2,Progress Estimation and Phase Detection for Sequential Processes,Y,N,0,N
1602.06994,Low,2,Spatio-Temporal Analysis of Team Sports -- A Survey,Y,N,0,N
0912.2319,Low,2,Steganography An Art of Hiding Data,Y,N,0,N
0707.1532,Low,2,Sorting and Selection in Posets,Y,N,0,N
0706.1758,Low,2,Statistics of football dynamics,Y,N,0,N
astro-ph/0201205,Low,2,SDAMS: SPOrt Data Archiving and Management System,Y,N,0,N
2605.22846,Low,1,"An Axiomatic Theory of Tie-Breaking: Impossibility, Characterization, and Decomposition",Y,N,0,N
2503.16557,Low,1,Investigating Cultural Dimensions and Technological Acceptance: EPTS Adoption in Qatar's Football Sector,Y,N,0,N
2502.00560,Low,1,Solving Football by Exploiting Equilibrium Structure of 2p0s Differential Games with One-Sided Information,Y,N,0,N
2407.01916,Low,1,Sequential Manipulation Against Rank Aggregation: Theory and Algorithm,Y,N,0,N
2405.19228,Low,1,Motor Imagery Task Alters Dynamics of Human Body Posture,Y,N,0,N
2311.00514,Low,1,How Hard Is Squash? -- Towards Information Theoretic Analysis of Motor Behavior in Squash,Y,N,0,N
2310.12886,Low,1,On wave-driven propulsion,Y,N,0,N
2309.09967,Low,1,How to Make Knockout Tournaments More Popular?,Y,N,0,N
2504.21561,Low,1,Iterative Tool Usage Exploration for Multimodal Agents via Step-wise Preference Tuning,Y,N,0,N
2504.17771,Low,1,Integrating Learning-Based Manipulation and Physics-Based Locomotion for Whole-Body Badminton Robot Control,Y,N,0,N
2504.06357,Low,1,From Broadcast to Minimap: Achieving State-of-the-Art SoccerNet Game State Reconstruction,Y,N,0,N
2504.03681,Low,1,End-to-End Deep Learning for Real-Time Neuroimaging-Based Assessment of Bimanual Motor Skills,Y,N,0,N
2502.14731,Low,1,Beyond Performance Scores: Directed Functional Connectivity as a Brain-Based Biomarker for Motor Skill Learning and Rete,Y,N,0,N
2411.08216,Low,1,GTA: Global Tracklet Association for Multi-Object Tracking in Sports,Y,N,0,N
2411.08055,Low,1,"Eagle Pass, TX: The First American City on the Path of Totality: Organizing Eclipse Party on the Stadium",Y,N,0,N
2411.05098,Low,1,Proposal of a Contact Detection System using Micro-phones for a Chambara-based Augmented Sports,Y,N,0,N
2411.04508,Low,1,"A Comprehensive Review of Multimodal XR Applications, Risks, and Ethical Challenges in the Metaverse",Y,N,0,N
2410.21670,Low,1,Sequential choice in ordered bundles,Y,N,0,N
2410.16458,Low,1,STAR: A Simple Training-free Approach for Recommendations using Large Language Models,Y,N,0,N
2410.12949,Low,1,Mechanistic Unlearning: Robust Knowledge Unlearning and Editing via Mechanistic Localization,Y,N,0,N
2410.12830,Low,1,Incorporating Metabolic Information into LLMs for Anomaly Detection in Clinical Time-Series,Y,N,0,N
2409.01448,Low,1,FinePseudo: Improving Pseudo-Labelling through Temporal-Alignablity for Semi-Supervised Fine-Grained Action Recognition,Y,N,0,N
2408.02520,Low,1,OneLove beyond the field -- A few-shot pipeline for topic and sentiment analysis during the FIFA World Cup in Qatar,Y,N,0,N
2407.02370,Low,1,Investigating Event-Based Cameras for Video Frame Interpolation in Sports,Y,N,0,N
2407.00187,Low,1,SMPLOlympics: Sports Environments for Physically Simulated Humanoids,Y,N,0,N
2406.15659,Low,1,Contextual Sprint Classification in Soccer Based on Deep Learning,Y,N,0,N
2406.08858,Low,1,OmniH2O: Universal and Dexterous Human-to-Humanoid Whole-Body Teleoperation and Learning,Y,N,0,N
2406.03857,Low,1,MuJo: Multimodal Joint Feature Space Learning for Human Activity Recognition,Y,N,0,N
2405.19349,Low,1,Beyond Isolated Frames: Enhancing Sensor-Based Human Activity Recognition through Intra- and Inter-Frame Attention,Y,N,0,N
2404.10383,Low,1,Learning to Score Sign Language with Two-stage Method,Y,N,0,N
2403.15445,Low,1,Decoding Multilingual Topic Dynamics and Trend Identification through ARIMA Time Series Analysis on Social Networks,Y,N,0,N
2403.10826,Low,1,MambaMOT: State-Space Model as Motion Predictor for Multi-Object Tracking,Y,N,0,N
2402.14194,Low,1,BeTAIL: Behavior Transformer Adversarial Imitation Learning from Human Racing Gameplay,Y,N,0,N
2312.11929,Low,1,Transformer Network for Multi-Person Tracking and Re-Identification in Unconstrained Environment,Y,N,0,N
2608.19480,Low,1,VideoRun2D Demo: Markerless Body Tracking for Biomechanical Analysis of Running,Y,N,0,N
2607.11065,Low,1,Efficient and Robust Spiking Neural Networks for sEMG-Based Muscle Fatigue Detection,Y,N,0,N
2607.10998,Low,1,Temporal Feature Distillation for Label-Efficient Precise Event Spotting in Sports Videos,Y,N,0,N
2605.00888,Low,1,Selective Correlation Based Knowledge Distillation for Ground Reaction Force Estimation,Y,N,0,N
2604.10466,Low,1,ExpertEdit: Learning Skill-Aware Motion Editing from Expert Videos,Y,N,0,N
2207.03428,Low,1,SC2EGSet: StarCraft II Esport Replay and Game-state Dataset,Y,N,0,N
2604.22839,Low,1,From Skeletons to Pixels: Few-Shot Precise Event Spotting via Representation and Prediction Distillation,Y,N,0,N
2603.17324,Low,1,ShuttleEnv: An Interactive Data-Driven RL Environment for Badminton Strategy Modeling,Y,N,0,N
2603.00095,Low,1,A global framework to estimate urban spatial cycling patterns based on crowdsourced data,Y,N,0,N
2602.21599,Low,1,Iterative Closed-Loop Motion Synthesis for Scaling the Capabilities of Humanoid Control,Y,N,0,N
2511.06499,Low,1,SportR: A Benchmark for Multimodal Large Language Model Reasoning in Sports,Y,N,0,N
2508.15299,Low,1,BasketLiDAR: The First LiDAR-Camera Multimodal Dataset for Professional Basketball MOT,Y,N,0,N
2508.11569,Low,1,TrajSV: A Trajectory-based Model for Sports Video Representations and Applications,Y,N,0,N
2508.00974,Low,1,ThermoCycleNet: Stereo-based Thermogram Labeling for Model Transition to Cycling,Y,N,0,N
2506.03032,Low,1,TestAgent: An Adaptive and Intelligent Expert for Human Assessment,Y,N,0,N
2505.24876,Low,1,Agent-X: Evaluating Deep Multimodal Reasoning in Vision-Centric Agentic Tasks,Y,N,0,N
2505.13860,Low,1,Domain Adaptation of VLM for Soccer Video Understanding,Y,N,0,N
2503.14760,Low,1,Validation of Human Pose Estimation and Human Mesh Recovery for Extracting Clinically Relevant Motion Data from Videos,Y,N,0,N
2503.06523,Low,1,Generative AI as Digital Media,Y,N,0,N
2412.05055,Low,1,Information Flows for Athletes' Health and Performance Data,Y,N,0,N
2411.05734,Low,1,Poze: Sports Technique Feedback under Data Constraints,Y,N,0,N
2409.12107,Low,1,Who's the GOAT? Sports Rankings and Data-Driven Random Walks on the Symmetric Group,Y,N,0,N
2406.08035,Low,1,LVBench: An Extreme Long Video Understanding Benchmark,Y,N,0,N
2405.13896,Low,1,A General Framework for Jersey Number Recognition in Sports Video,Y,N,0,N
2405.01112,Low,1,Sports Analysis and VR Viewing System Based on Player Tracking and Pose Estimation with Multimodal and Multiview Sensors,Y,N,0,N
2403.11572,Low,1,Augment Before Copy-Paste: Data and Memory Efficiency-Oriented Instance Segmentation Framework for Sport-scenes,Y,N,0,N
2403.08580,Low,1,Leveraging Compressed Frame Sizes For Ultra-Fast Video Classification,Y,N,0,N
2401.05469,Low,1,Robust CNN-based Respiration Rate Estimation for Smartwatch PPG and IMU,Y,N,0,N
2312.14120,Low,1,Name order and the top elite: Long-term effects of a hidden curriculum,Y,N,0,N
2311.07964,Low,1,Surveying Wikipedians: a dataset of users and contributors' practices on Wikipedia in 8 languages,Y,N,0,N
2309.06541,Low,1,Text Encoders Lack Knowledge: Leveraging Generative LLMs for Domain-Specific Semantic Textual Similarity,Y,N,0,N
2307.08262,Low,1,MuLMINet: Multi-Layer Multi-Input Transformer Network with Weighted Loss,Y,N,0,N
2307.03586,Low,1,ContextLabeler Dataset: physical and virtual sensors data collected from smartphone usage in-the-wild,Y,N,0,N
2307.01938,Low,1,Physics-based Motion Retargeting from Sparse Inputs,Y,N,0,N
2306.13374,Low,1,Human Activity Behavioural Pattern Recognition in Smarthome with Long-hour Data Collection,Y,N,0,N
2305.14468,Low,1,Run Like a Girl! Sports-Related Gender Bias in Language and Vision,Y,N,0,N
2305.04995,Low,1,Anatomically Detailed Simulation of Human Torso,Y,N,0,N
2304.04839,Low,1,MHfit: Mobile Health Data for Predicting Athletics Fitness Using Machine Learning,Y,N,0,N
2302.04024,Low,1,InMyFace: Inertial and Mechanomyography-Based Sensor Fusion for Wearable Facial Activity Recognition,Y,N,0,N
2301.10523,Low,1,A Novel IoT-Based System for Ten Pin Bowling,Y,N,0,N
2212.11018,Low,1,Evidence-based policy-making in sports funding using a data-driven optimization approach,Y,N,0,N
2212.04820,Low,1,Pose Estimation for Human Wearing Loose-Fitting Clothes: Obtaining Ground Truth Posture Using HFR Camera and Blinking LE,Y,N,0,N
2212.02978,Low,1,Muscles in Action,Y,N,0,N
2211.06663,Low,1,NeighborTrack: Improving Single Object Tracking by Bipartite Matching with Neighbor Tracklets,Y,N,0,N
2208.04897,Low,1,Sports Video Analysis on Large-Scale Data,Y,N,0,N
2207.05798,Low,1,Subjective and Objective Quality Assessment of High-Motion Sports Videos at Low-Bitrates,Y,N,0,N
2205.02731,Low,1,Characterizing player's playing styles based on Player Vectors for each playing position in the Chinese Football Super L,Y,N,0,N
2204.02573,Low,1,Detecting key Soccer match events to create highlights using Computer Vision,Y,N,0,N
2202.13765,Low,1,Simple mechanism rules the dynamics of volleyball,Y,N,0,N
2202.13749,Low,1,Predictive simulation of single-leg landing scenarios for ACL injury risk factors evaluation,Y,N,0,N
2202.12259,Low,1,Learning from the Pros: Extracting Professional Goalkeeper Technique from Broadcast Footage,Y,N,0,N
2201.09077,Low,1,LTC-GIF: Attracting More Clicks on Feature-length Sports Videos,Y,N,0,N
2201.01533,Low,1,Gunwale bobbing,Y,N,0,N
2111.00629,Low,1,Distantly Supervised Semantic Text Detection and Recognition for Broadcast Sports Videos Understanding,Y,N,0,N
2109.13334,Low,1,On deploying the Artificial Sport Trainer into practice,Y,N,0,N
2109.07307,Low,1,Expertise Affects Drone Racing Performance,Y,N,0,N
2109.04720,Low,1,6MapNet: Representing soccer players from tracking data by a triplet network,Y,N,0,N
2108.13060,Low,1,A Further Improvement on Approximating TTP-2,Y,N,0,N
2108.08763,Low,1,A comparison of sports-related head accelerations with and without direct head impacts,Y,N,0,N
2108.07329,Low,1,TUM-VIE: The TUM Stereo Visual-Inertial Event Dataset,Y,N,0,N
2107.13132,Low,1,Unsupervised Learning of Neurosymbolic Encoders,Y,N,0,N
2106.05359,Low,1,Public Transit for Special Events: Ridership Prediction and Train Optimization,Y,N,0,N
2106.00359,Low,1,Learning Football Body-Orientation as a Matter of Classification,Y,N,0,N
2105.02769,Low,1,Computer-Aided Design as Language,Y,N,0,N
2104.09907,Low,1,Table Tennis Stroke Recognition Using Two-Dimensional Human Pose Estimation,Y,N,0,N
2104.02291,Low,1,Framework for Inferring Leadership Dynamics of Complex Movement from Time Series,Y,N,0,N
2103.05123,Low,1,Deep Transfer Learning for WiFi Localization,Y,N,0,N
2102.02115,Low,1,"TEyeD: Over 20 million real-world eye images with Pupil, Eyelid, and Iris 2D and 3D Segmentations",Y,N,0,N
2102.01074,Low,1,Brain Performance Analysis based on an Electroencephalogram Headset,Y,N,0,N
2011.14679,Low,1,CanonPose: Self-Supervised Monocular 3D Human Pose Estimation in the Wild,Y,N,0,N
2011.09192,Low,1,"Game Plan: What AI can do for Football, and What Football can do for AI",Y,N,0,N
2009.06756,Low,1,Analysis of Models for Decentralized and Collaborative AI on Blockchain,Y,N,0,N
2006.11620,Low,1,Technical Note: Generating Realistic Fighting Scenes by Game Tree,Y,N,0,N
2006.04305,Low,1,Text Detection and Recognition in the Wild: A Review,Y,N,0,N
2004.09421,Low,1,The Impact of Birth Order on Behavior in Contact Team Sports: the Evidence of Rugby Teams in Argentina,Y,N,0,N
2004.01555,Low,1,Impact of Tactile and Visual Feedback on Breathing Rhythm and User Experience in VR Exergaming,Y,N,0,N
2003.05477,Low,1,Unified Image and Video Saliency Modeling,Y,N,0,N
2003.00348,Low,1,Information cartography in association rule mining,Y,N,0,N
1909.02835,Low,1,Running Event Visualization using Videos from Multiple Cameras,Y,N,0,N
1904.08916,Low,1,Early Detection of Injuries in MLB Pitchers from Video,Y,N,0,N
1901.06543,Low,1,MOROCO: The Moldavian and Romanian Dialectal Corpus,Y,N,0,N
1901.04610,Low,1,Six-Day Footraces in the Post-Pedestrianism Era,Y,N,0,N
1812.11587,Low,1,Sentiment Classification of Customer Reviews about Automobiles in Roman Urdu,Y,N,0,N
1810.10658,Low,1,Sports Camera Calibration via Synthetic Data,Y,N,0,N
1809.02854,Low,1,Learning Sports Camera Selection from Internet Videos,Y,N,0,N
1804.08944,Low,1,Mining Automatically Estimated Poses from Video Recordings of Top Athletes,Y,N,0,N
1802.00002,Low,1,DxNAT: Deep Neural Networks for Explaining Non-Recurring Traffic Congestion,Y,N,0,N
1801.03604,Low,1,Conversational AI: The Science Behind the Alexa Prize,Y,N,0,N
1712.08714,Low,1,Towards Structured Analysis of Broadcast Badminton Videos,Y,N,0,N
1706.06894,Low,1,Stance Detection in Turkish Tweets,Y,N,0,N
1705.09003,Low,1,Extraction and Classification of Diving Clips from Continuous Video Footage,Y,N,0,N
1704.08765,Low,1,Audio-based performance evaluation of squash players,Y,N,0,N
1704.06726,Low,1,Distant Supervision for Topic Classification of Tweets in Curated Streams,Y,N,0,N
1611.01259,Low,1,Generalized Topic Modeling,Y,N,0,N
1609.07495,Low,1,A Rotation Invariant Latent Factor Model for Moveme Discovery from Static Poses,Y,N,0,N
1607.08128,Low,1,Keep it SMPL: Automatic Estimation of 3D Human Pose and Shape from a Single Image,Y,N,0,N
1606.08079,Low,1,Generative Models for Global Collaboration Relationships,Y,N,0,N
1304.1039,Low,1,Environmental structure and competitive scoring advantages in team competitions,Y,N,0,N
2605.10599,Low,0,Novel neighborhood structures for incomplete round robin sports tournaments,Y,N,0,N
2511.06140,Low,0,Non-invasive load measurement in the human tibia via spectral analysis of flexural waves,Y,N,0,N
2409.19180,Low,0,"Esports Training, Periodization, and Software -- a Scoping Review",Y,N,0,N
2504.11570,Low,0,Traffic Adaptive Moving-window Service Patrolling for Real-time Incident Management during High-impact Events,Y,N,0,N
2503.19355,Low,0,ST-VLM: Kinematic Instruction Tuning for Spatio-Temporal Reasoning in Vision-Language Models,Y,N,0,N
2412.06258,Low,0,Enhanced Multi-Object Tracking Using Pose-based Virtual Markers in 3x3 Basketball,Y,N,0,N
2411.17450,Low,0,A Graph Neural Network deep-dive into successful counterattacks,Y,N,0,N
2410.20427,Low,0,YourSkatingCoach: A Figure Skating Video Benchmark for Fine-Grained Element Analysis,Y,N,0,N
2410.01608,Low,0,Computational Teaching for Driving via Multi-Task Imitation Learning,Y,N,0,N
2408.16638,Low,0,3D Pose-Based Temporal Action Segmentation for Figure Skating: A Fine-Grained and Jump Procedure-Aware Annotation Approa,Y,N,0,N
2408.01655,Low,0,"Stimulating Imagination: Towards General-purpose ""Something Something Placement""",Y,N,0,N
2407.15779,Low,0,Analyzing the Impact of the Automatic Ball Strike System in Professional Baseball through a Case Study on KBO League Dat,Y,N,0,N
2406.16934,Low,0,Multi-UAV Multi-RIS QoS-Aware Aerial Communication Systems using DRL and PSO,Y,N,0,N
2405.18565,Low,0,Video2MR: Automatically Generating Mixed Reality 3D Instructions by Augmenting Extracted Motion from 2D Videos,Y,N,0,N
2405.11802,Low,0,Counterfactual Explanation-Based Badminton Motion Guidance Generation Using Wearable Sensors,Y,N,0,N
2405.07354,Low,0,SoccerNet-Echoes: A Soccer Game Audio Commentary Dataset,Y,N,0,N
2311.16496,Low,0,Can Out-of-Domain data help to Learn Domain-Specific Prompts for Multimodal Misinformation Detection?,Y,N,0,N
2606.21146,Low,0,ChronoLock: Protecting Videos from Unauthorized Text-to-Video Personalization,Y,N,0,N
2607.18276,Low,0,Improving Punching 'Power': Reconsidering the Roles of Initial Strike Velocity and Effective Mass,Y,N,0,N
2607.07320,Low,0,SoccerNet 2026 Challenges Results,Y,N,0,N
2606.09246,Low,0,SOMA: From Surface Observations to Muscle Anatomy,Y,N,0,N
2605.27636,Low,0,Simorgh at SemEval-2026 Task 7: Region-Aware Hybrid Retrieval for Low-Resource Cultural Reasoning in Multilingual Questi,Y,N,0,N
2605.13142,Low,0,A Constraint Programming Approach for n-Day Lookahead Playoff Clinching in the NHL,Y,N,0,N
2605.01540,Low,0,A Time-Synchronized Video Reference System for Data Analysis of Body-Attached Sensor Nodes in Outdoor Scenarios,Y,N,0,N
2604.08882,Low,0,Simulation of Adaptive Running with Flexible Sports Prosthesis Using Reinforcement Learning of Hybrid-link System,Y,N,0,N
2604.08722,Low,0,AI Driven Soccer Analysis Using Computer Vision,Y,N,0,N
2604.01558,Low,0,Designing for Patient Voice in Interactive Health,Y,N,0,N
2602.07208,Low,0,Sequences as Nodes for Contrastive Multimodal Graph Recommendation,Y,N,0,N
2511.19629,Low,0,SkillSight: Efficient First-Person Skill Assessment with Gaze,Y,N,0,N
2510.19300,Low,0,An Adaptive Intelligent Thermal-Aware Routing Protocol for Wireless Body Area Networks,Y,N,0,N
2509.23455,Low,0,3DPCNet: Pose Canonicalization for Robust Viewpoint-Invariant 3D Kinematic Analysis from Monocular RGB cameras,Y,N,0,N
2509.23125,Low,0,Impact of Environmental Factors on LoRa 2.4 GHz Time of Flight Ranging Outdoors,Y,N,0,N
2509.05913,Low,0,A fine-grained attention and geometric correspondence model for musculoskeletal risk classification in athletes,Y,N,0,N
2507.14368,Low,0,DUSTrack: Semi-automated point tracking in ultrasound videos,Y,N,0,N
2507.11642,Low,0,Posture-Driven Action Intent Inference for Playing style and Fatigue Assessment,Y,N,0,N
2507.10969,Low,0,Women Sport Actions Dataset for Visual Classification Using Small Scale Training Data,Y,N,0,N
2507.08268,Low,0,Portable Biomechanics Laboratory: Clinically Accessible Movement Analysis from a Handheld Smartphone,Y,N,0,N
2506.01385,Low,0,Spending Behavior and Economic Impacts of Urban Digital Consumption Vouchers,Y,N,0,N
2505.14711,Low,0,Space evaluation at the starting point of soccer transitions,Y,N,0,N
2503.23984,Low,0,Two-wheel-driven Electric Superbike Powertrain Optimization,Y,N,0,N
2503.20715,Low,0,"From Annotation to Adaptation: Metrics, Synthetic Data, and Aspect Extraction for Aspect-Based Sentiment Analysis with L",Y,N,0,N
2503.13956,Low,0,Improving LLM Video Understanding with 16 Frames Per Second,Y,N,0,N
2503.13726,Low,0,Towards Energy- and QoS-aware Load Balancing for 5G Advanced: Leveraging O-RAN to Achieve Sustainability and Energy Effi,Y,N,0,N
2503.11815,Low,0,Movement Dynamics in Elite Female Soccer Athletes: The Quantile Cube Approach,Y,N,0,N
2502.17934,Low,0,Measuring Interlayer Dependence of Large Degrees in Multilayer Inhomogeneous Random Graphs,Y,N,0,N
2412.20733,Low,0,Towards nation-wide analytical healthcare infrastructures: privacy-preserving augmented knee rehabilitation,Y,N,0,N
2412.17296,Low,0,Comparison of Eye Movements: Skill Transfer Effects of Gaze Guidance and Annotation Guidance in Karate,Y,N,0,N
2412.01820,Low,0,Towards Universal Soccer Video Understanding,Y,N,0,N
2411.03585,Low,0,Potential Use of IoT Distance Measurement Tool in Boule Sports,Y,N,0,N
2409.14588,Low,0,Space evaluation based on pitch control using drone video in Ultimate,Y,N,0,N
2407.19686,Low,0,Billiards Sports Analytics: Datasets and Tasks,Y,N,0,N
2405.03538,Low,0,Adolescent sports participation and health in early adulthood: An observational study,Y,N,0,N
2403.11051,Low,0,Gender differences in online communication: A case study of Soccer,Y,N,0,N
2401.17741,Low,0,Haris: an Advanced Autonomous Mobile Robot for Smart Parking Assistance,Y,N,0,N
2312.08035,Low,0,Hydrodynamic characteristics of sea kayak traditional paddles,Y,N,0,N
2312.06575,Low,0,EasyVolcap: Accelerating Neural Volumetric Video Research,Y,N,0,N
2311.08488,Low,0,MUDD: A New Re-Identification Dataset with Efficient Annotation for Off-Road Racers in Extreme Conditions,Y,N,0,N
2310.17193,Low,0,Automatic Edge Error Judgment in Figure Skating Using 3D Pose Estimation from a Monocular Camera and IMUs,Y,N,0,N
2310.07921,Low,0,A Large-Scale Exploratory Study of Android Sports Apps in the Google Play Store,Y,N,0,N
2309.13742,Low,0,DROP: Dynamics Responses from Human Motion Prior and Projective Dynamics,Y,N,0,N
2309.13081,Low,0,Transitioning To The Digital Generation Case Studies (ICT Education in Japan),Y,N,0,N
2309.08726,Low,0,Using a quantitative assessment of propulsion biomechanics in wheelchair racing to guide the design of personalized glov,Y,N,0,N
2308.16154,Low,0,MMVP: Motion-Matrix-based Video Prediction,Y,N,0,N
2308.14124,Low,0,The APX-hardness of the Traveling Tournament Problem,Y,N,0,N
2308.04473,Low,0,Opponents and proponents of the war in Ukraine in Russian social media: who are they?,Y,N,0,N
2307.16811,Low,0,DoDo Learning: DOmain-DemOgraphic Transfer in Language Models for Detecting Abuse Targeted at Public Figures,Y,N,0,N
2304.06489,Low,0,Domain Adaptation for Inertial Measurement Unit-based Human Activity Recognition: A Survey,Y,N,0,N
2302.14058,Low,0,Identification of pattern mining algorithm for rugby league players positional groups separation based on movement patte,Y,N,0,N
2302.02755,Low,0,Fine-Grained Action Detection with RGB and Pose Information using Two Stream Convolutional Networks,Y,N,0,N
2212.13993,Low,0,"Metaverse Communications, Networking, Security, and Applications: Research Issues, State-of-the-Art, and Future Directio",Y,N,0,N
2212.06804,Low,0,Can a face tell us anything about an NBA prospect? -- A Deep Learning approach,Y,N,0,N
2212.03685,Low,0,Density Approximation for Moving Groups,Y,N,0,N
2211.12334,Low,0,A Graph-Based Method for Soccer Action Spotting Using Unsupervised Player Classification,Y,N,0,N
2210.09389,Low,0,Potrika: Raw and Balanced Newspaper Datasets in the Bangla Language with Eight Topics and Five Attributes,Y,N,0,N
2209.07795,Low,0,KaliCalib: A Framework for Basketball Court Registration,Y,N,0,N
2209.07528,Low,0,A Survey on the application of Data Science And Analytics in the field of Organised Sports,Y,N,0,N
2209.05742,Low,0,A Tale of HodgeRank and Spectral Method: Target Attack Against Rank Aggregation Is the Fixed Point of Adversarial Game,Y,N,0,N
2209.00451,Low,0,Group Activity Recognition in Basketball Tracking Data -- Neural Embeddings in Team Sports (NETS),Y,N,0,N
2208.12646,Low,0,Automatic detection of faults in race walking from a smartphone camera: a comparison of an Olympic medalist and universi,Y,N,0,N
2208.00671,Low,0,RASIPAM: Interactive Pattern Mining of Multivariate Event Sequences in Racket Sports,Y,N,0,N
2207.07780,Low,0,Quantifying human performance in chess,Y,N,0,N
2203.01374,Low,0,Personal Data Visualisation on Mobile Devices: A Systematic Literature Review,Y,N,0,N
2202.00917,Low,0,A quantitative method for benchmarking fair income distribution,Y,N,0,N
2111.06633,Low,0,Employment in Tourism Industries: Are there Subsectors with a Potentially Higher Level of Income?,Y,N,0,N
2109.06431,Low,0,Exploring the Long Short-Term Dependencies to Infer Shot Influence in Badminton Matches,Y,N,0,N
2107.03141,Low,0,Hierarchical Text Classification of Urdu News using Deep Neural Network,Y,N,0,N
2107.01854,Low,0,Poisoning Attack against Estimating from Pairwise Comparisons,Y,N,0,N
2103.14666,Low,0,Autonomous Overtaking in Gran Turismo Sport Using Curriculum Reinforcement Learning,Y,N,0,N
2010.13057,Low,0,Contextualized Word Embeddings Encode Aspects of Human-Like Word Sense Knowledge,Y,N,0,N
2004.08010,Low,0,SportsXR -- Immersive Analytics in Sports,Y,N,0,N
1908.04767,Low,0,Deep Learning-Based Quantification of Pulmonary Hemosiderophages in Cytology Slides,Y,N,0,N
1906.11720,Low,0,Detecting and classifying moments in basketball matches using sensor tracked data,Y,N,0,N
1809.07875,Low,0,Can high-density human collective motion be forecasted by spatiotemporal fluctuations?,Y,N,0,N
1805.02501,Low,0,Players Movements and Team Shooting Performance: a Data Mining approach for Basketball,Y,N,0,N
1710.10891,Low,0,Open Set Logo Detection and Retrieval,Y,N,0,N
1705.08094,Low,0,TwiInsight: Discovering Topics and Sentiments from Social Media Datasets,Y,N,0,N
1705.04911,Low,0,Spatiotemporal Rate Adaptive Tiled Scheme for 360 Sports Events,Y,N,0,N
1701.05141,Low,0,The Medial Axis of a Multi-Layered Environment and its Application as a Navigation Mesh,Y,N,0,N
1701.02740,Low,0,Uncovering the Spatiotemporal Patterns of Collective Social Activity,Y,N,0,N
1612.00843,Low,0,Universal statistics of selected values,Y,N,0,N
1609.02016,Low,0,A short review and primer on multimodal psychophysiological applications in HCI,Y,N,0,N
1608.08041,Low,0,A short review and primer on electromyography in HCI applications,Y,N,0,N
1511.05076,Low,0,Latent Dirichlet Allocation Based Organisation of Broadcast Media Archives for Deep Neural Network Adaptation,Y,N,0,N
